x	y	prodrate
1	26	0.140291692
1	27	0.889236901
1	28	0.234781558
1	29	0.5
1	30	0.741486322
1	31	0.070421586
1	32	0.190699664
1	33	0.296385797
1	34	0.281299074
1	35	0.610294101
1	36	0.874629853
1	37	0.430669768
1	38	0.281517747
1	39	0.624499422
1	40	0.475193025
1	41	0.677787162
1	42	0.650070117
1	43	1.117414076
1	44	0.519274985
1	45	0.751044612
1	46	0.05800113
1	47	0.230090159
1	48	0.5
1	49	0.615246525
1	50	0.5
1	51	0.665517302
1	52	0.28574712
1	53	0.675410242
1	54	1.01460369
1	55	0.450207698
1	56	0.506245589
1	57	1.1129574
1	58	0.244342383
1	59	0.571289919
1	60	0.258916023
1	61	0.675320647
1	62	0.5
1	63	0.977604712
1	64	0.512709546
1	65	1.087996411
1	66	0.240023985
1	67	0.494757737
1	68	0.602866103
1	69	0.054031793
1	70	0.306065605
1	71	0.30537157
1	72	0.594081677
1	73	0.319721863
1	74	0.541166874
1	75	0.667333111
1	76	0.892864816
1	77	0.282087047
1	78	0.667637587
1	79	0.953696948
1	80	0.295563557
1	81	1.035793522
1	82	0.120120665
1	83	0.358451097
1	84	0.234617479
1	85	0.200000561
1	86	0.965491288
1	87	0.46264306
1	88	0.383712596
1	89	0.155854643
1	90	0.536513468
1	91	0.008749555
1	92	0.479382992
1	93	0.641370911
1	94	0.803907288
1	95	0.672640602
1	96	0.554668488
1	97	0.619057639
1	98	0.808672407
1	99	0.560054497
1	100	0.693912855
1	101	0.448346451
1	102	0.5
1	103	0.097779404
1	104	0.183406822
1	105	0.165764119
1	106	0.210049988
1	107	1.079202803
1	108	0.441088046
1	109	0.549145065
1	110	0.660537394
1	111	0.495126367
1	112	0.268534989
2	0	0.509037207
2	1	0.338318191
2	2	0.712425833
2	3	0.739034861
2	4	0.142924982
2	5	0.667161016
2	6	0.642163226
2	7	0.865342906
2	8	0.248471915
2	9	0.082142585
2	10	0.308110727
2	11	0.243674955
2	12	0.526593705
2	13	1.040217843
2	14	0.249080926
2	15	0.566222964
2	16	0.729490811
2	17	0.750563854
2	18	0.740593851
2	19	0.798047328
2	20	0.851834412
2	21	0.690493998
2	22	0.721496991
2	23	0.710964775
2	24	0.786796986
2	25	0.387573087
2	26	0.928951148
2	27	0.060012301
2	28	0.245951548
2	29	0.54963582
2	30	0.160220956
2	31	0.430897406
2	32	0.517032572
2	33	0.806997985
2	34	0.178907863
2	35	1.087749645
2	36	0.539960773
2	37	0.159390615
2	38	0.268519711
2	39	0.5
2	40	0.586630869
2	41	1.078713378
2	42	0.728324359
2	43	0.496665227
2	44	0.774706911
2	45	0.410467121
2	46	0.542977929
2	47	0.320197964
2	48	1.162460046
2	49	0.138326402
2	50	0.752498686
2	51	1.200190165
2	52	0.601190736
2	53	0.591025774
2	54	0.33434772
2	55	0.648646675
2	56	0.635612655
2	57	0.529029743
2	58	0.724070727
2	59	0.415822123
2	60	0.44222939
2	61	0.897334875
2	62	0.222763986
2	63	0.697488582
2	64	0.481756002
2	65	0.596641001
2	66	0.665178034
2	67	0.19051634
2	68	0.555222322
2	69	0.41283815
2	70	0.417651375
2	71	0.5
2	72	0.782927591
2	73	0.466393077
2	74	0.622780631
2	75	0.76429586
2	76	0.525854917
2	77	0.391333086
2	78	0.129252815
2	79	0.610502689
2	80	1.350572276
2	81	0.5
2	82	0.527093303
2	83	0.692990313
2	84	0.478038892
2	85	0.507898194
2	86	0.614402321
2	87	0.667435259
2	88	0.315257967
2	89	0.547961376
2	90	0.26551858
2	91	0.625581827
2	92	0.134111416
2	93	0.589397447
2	94	0.605698105
2	95	0.529795867
2	96	0.183277041
2	97	0.453647593
2	98	0.09473777
2	99	0.592540336
2	100	0.490018547
2	101	1.11021622
2	102	0.432173576
2	103	0.444685222
2	104	0.786612149
2	105	0.32384027
2	106	0.876414444
2	107	0.29013312
2	108	0.311435206
2	109	0.574192965
2	110	0.048787326
2	111	0.587819544
2	112	0.5
3	0	0.156288532
3	1	0.724612911
3	2	0.421904956
3	3	0.566680837
3	4	0.771156006
3	5	0.964207459
3	6	0.302475926
3	7	0.823929389
3	8	0.202607646
3	9	0.980926043
3	10	0.320408711
3	11	0.831085398
3	12	1.002747371
3	13	0.445728711
3	14	0.589812752
3	15	0.475884604
3	16	0.42811427
3	17	0.583307452
3	18	0.743217198
3	19	0.672996405
3	20	0.828202785
3	21	0.836529609
3	22	0.5
3	23	0.25078017
3	24	0.5
3	25	0.504298596
3	26	0.299477058
3	27	0.480233447
3	28	0.659687184
3	29	0.606353936
3	30	0.915837939
3	31	0.583024301
3	32	0.622556014
3	33	0.549968805
3	34	0.79610576
3	35	0.671572792
3	36	1.027904203
3	37	0.358706732
3	38	0.481617853
3	39	0.246547326
3	40	0.229802397
3	41	0.500015189
3	42	0.341249797
3	43	0.345122582
3	44	0.15594657
3	45	0.42645864
3	46	0.722156772
3	47	0.518854405
3	48	1.140637358
3	49	0.162417243
3	50	0.826570661
3	51	1.136484977
3	52	0.519345716
3	53	0.474332272
3	54	0.845670967
3	55	0.787001913
3	56	0.263362023
3	57	0.251404832
3	58	1.041950961
3	59	0.644963916
3	60	0.258329983
3	61	0.668380663
3	62	0.59023607
3	63	0.378417011
3	64	0.790961068
3	65	0.4289306
3	66	0.250767358
3	67	0.209653262
3	68	0.441797659
3	69	0.483067006
3	70	0.175485283
3	71	0.136651021
3	72	0.615611147
3	73	0.13436923
3	74	0.480545765
3	75	0.383801938
3	76	0.720431866
3	77	0.342554972
3	78	0.94806631
3	79	0.624033587
3	80	0.403246398
3	81	0.797433779
3	82	0.284058166
3	83	0.917242725
3	84	0.530430818
3	85	0.690802965
3	86	0.762513587
3	87	0.472575879
3	88	0.955460079
3	89	0.492566341
3	90	1.178975243
3	91	0.285261624
3	92	0.238187499
3	93	0.849126256
3	94	0.77113883
3	95	0.581563656
3	96	0.526302035
3	97	0.713775029
3	98	0.383796638
3	99	1.244102279
3	100	0.077696997
3	101	0.812524559
3	102	0.928239645
3	103	0.518434429
3	104	0.14399923
3	105	0.479219381
3	106	0.507623661
3	107	0.219420523
3	108	0.928846632
3	109	0.650788747
3	110	0.407160029
3	111	0.5
3	112	0.676216935
4	0	0.57265242
4	1	0.473137862
4	2	0.249440181
4	3	0.5
4	4	0.634034618
4	5	0.340077681
4	6	0.25858083
4	7	0.533007347
4	8	0.437421075
4	9	0.461562246
4	10	0.355824678
4	11	0.279164962
4	12	0.744147412
4	13	0.488514778
4	14	0.272745625
4	15	0.610840386
4	16	0.830733128
4	17	0.10675398
4	18	0.924126405
4	19	0.109085438
4	20	0.5
4	21	0.329453944
4	22	0.169933786
4	23	0.862795725
4	24	0.748471886
4	25	0.549856816
4	26	0.379164202
4	27	0.34040377
4	28	0.495264753
4	29	0.99851295
4	30	0.562091444
4	31	0.183247555
4	32	0.727286203
4	33	0.554850751
4	34	0.679670204
4	35	0.714800956
4	36	0.5
4	37	0.070609771
4	38	0.389163269
4	39	0.59234454
4	40	0.886241847
4	41	0.706558973
4	42	0.782811086
4	43	0.543916885
4	44	0.429994179
4	45	0.452443121
4	46	0.48173735
4	47	0.5
4	48	0.248146518
4	49	0.785892644
4	50	0.527204423
4	51	0.372331999
4	52	0.630212428
4	53	0.726603826
4	54	0.5
4	55	0.626266252
4	56	0.936934666
4	57	1.083905679
4	58	0.095327559
4	59	0.238195632
4	60	0.442203395
4	61	0.679642218
4	62	0.5
4	63	0.594326697
4	64	0.482055173
4	65	0.5
4	66	0.43042116
4	67	0.736351802
4	68	1.077516146
4	69	0.498861486
4	70	0.019102456
4	71	0.35576815
4	72	0.117846423
4	73	0.37717099
4	74	0.394288151
4	75	0.921153096
4	76	0.5
4	77	0.637383263
4	78	0.5
4	79	0.551876277
4	80	0.292504258
4	81	0.735262606
4	82	0.338917965
4	83	0.923346303
4	84	0.5
4	85	0.436971874
4	86	0.226170158
4	87	0.338200112
4	88	0.849824544
4	89	0.417607143
4	90	0.187461605
4	91	1.003412102
4	92	0.72044941
4	93	0.738295326
4	94	0.738313356
4	95	0.492554286
4	96	0.441565271
4	97	0.481235497
4	98	0.644773796
4	99	0.636406343
4	100	0.787424576
4	101	0.737708515
4	102	0.963551209
4	103	0.146145123
4	104	0.415318131
4	105	0.611258265
4	106	0.523519413
4	107	0.650853218
4	108	0.281016178
4	109	0.794922714
4	110	0.256282641
4	111	0.385943252
4	112	0.00835845
5	0	0.373938274
5	1	0.497295414
5	2	0.371592224
5	3	0.408382803
5	4	0.561133651
5	5	0.222911489
5	6	0.5
5	7	0.778134394
5	8	0.723155921
5	9	0.206082179
5	10	0.717621449
5	11	0.51385699
5	12	0.704232981
5	13	0.297141528
5	14	0.646262595
5	15	0.520811544
5	16	0.5
5	17	0.346625803
5	18	0.285005818
5	19	0.066732703
5	20	0.586580143
5	21	0.533223338
5	22	0.46870108
5	23	0.278506359
5	24	0.333508844
5	25	0.337998366
5	26	0.879855797
5	27	0.601716358
5	28	0.5
5	29	0.011782167
5	30	0.581892814
5	31	0.713490416
5	32	0.785927066
5	33	0.658694612
5	34	0.602620748
5	35	0.606116953
5	36	0.48390599
5	37	0.34741521
5	38	0.218723781
5	39	0.651701169
5	40	0.181849951
5	41	0.438903987
5	42	0.628076301
5	43	0.092165453
5	44	0.729899793
5	45	0.277940772
5	46	0.708055718
5	47	0.500567934
5	48	0.723183098
5	49	0.651540373
5	50	0.463524184
5	51	0.615098506
5	52	0.48970192
5	53	0.322769972
5	54	0.866948374
5	55	1.060444748
5	56	0.780509185
5	57	0.097158231
5	58	0.596290032
5	59	0.711764944
5	60	0.958918691
5	61	0.078499149
5	62	0.361096308
5	63	0.429510925
5	64	0.278082829
5	65	0.884267405
5	66	0.5
5	67	0.746989603
5	68	0.670878828
5	69	0.895962396
5	70	0.297088743
5	71	0.311793031
5	72	0.803244041
5	73	0.688555265
5	74	0.556476511
5	75	0.77348297
5	76	0.366767397
5	77	0.244898211
5	78	0.474393131
5	79	0.309024873
5	80	0.692987746
5	81	0.948854537
5	82	0.633867366
5	83	0.583594492
5	84	0.602863013
5	85	0.420135572
5	86	0.052170624
5	87	0.495921945
5	88	0.352360251
5	89	0.636487554
5	90	0.371679879
5	91	0.55337178
5	92	0.362130915
5	93	0.044860667
5	94	0.274561383
5	95	0.976619586
5	96	0.592092389
5	97	0.368669341
5	98	0.51152373
5	99	1.050544359
5	100	0.596256341
5	101	0.311036206
5	102	0.5
5	103	0.352239778
5	104	0.432804132
5	105	0.758227403
5	106	0.42500165
5	107	0.243931211
5	108	0.276224728
5	109	0.993006731
5	110	0.146369449
5	111	0.84570338
5	112	0.65688392
6	0	0.911976422
6	1	0.692821701
6	2	0.808135159
6	3	0.352524222
6	4	0.585894808
6	5	0.375840801
6	6	0.329438945
6	7	0.924174616
6	8	0.092037846
6	9	1.154396289
6	10	0.078468646
6	11	0.598763032
6	12	0.314088434
6	13	0.478787394
6	14	0.247980812
6	15	0.399523691
6	16	0.381505169
6	17	0.344542801
6	18	0.509102285
6	19	0.5
6	20	0.611794983
6	21	0.5
6	22	0.387667529
6	23	0.593475295
6	24	0.5626946
6	25	0.478255734
6	26	0.568486258
6	27	0.370537349
6	28	0.365277894
6	29	0.085493699
6	30	0.898354694
6	31	0.726057299
6	32	0.927393679
6	33	0.779357665
6	34	0.249299383
6	35	0.640730219
6	36	0.406444197
6	37	0.847677383
6	38	0.685423566
6	39	0.378776196
6	40	0.563435156
6	41	0.923887027
6	42	0.298987542
6	43	0.518210504
6	44	0.541790672
6	45	0.844057227
6	46	0.612330067
6	47	0.645772563
6	48	0.544208889
6	49	0.572806998
6	50	0.483331263
6	51	0.549449622
6	52	0.200977095
6	53	0.818830034
6	54	0.200630776
6	55	0.588578031
6	56	0.555484534
6	57	0.439859871
6	58	0.461325184
6	59	0.07655629
6	60	0.508036845
6	61	0.525676741
6	62	0.676588446
6	63	0.702962488
6	64	0.17341419
6	65	0.725069014
6	66	0.842617902
6	67	0.113947403
6	68	0.486119519
6	69	0.84179299
6	70	0.530164357
6	71	0.283152822
6	72	0.740690812
6	73	0.244599702
6	74	0.987666713
6	75	0.096270005
6	76	0.629259416
6	77	0.934502989
6	78	0.14013892
6	79	0.5
6	80	0.847217319
6	81	0.695796861
6	82	0.254233855
6	83	0.612766143
6	84	0.576015114
6	85	0.663465298
6	86	0.40532448
6	87	0.557357808
6	88	0.474785897
6	89	0.349494337
6	90	0.078997515
6	91	0.634557498
6	92	0.362212137
6	93	0.5
6	94	0.853143973
6	95	0.261664766
6	96	0.720680224
6	97	0.826192154
6	98	0.638813329
6	99	0.563605596
6	100	0.348058509
6	101	1.232564675
6	102	0.181184608
6	103	0.106662702
6	104	0.610294505
6	105	0.746731945
6	106	0.177419227
6	107	0.92833265
6	108	0.622107456
6	109	0.850230858
6	110	1.053400079
6	111	0.499267663
6	112	0.601634111
7	0	0.083250939
7	1	0.239833348
7	2	1.0626861
7	3	0.063189681
7	4	0.333249866
7	5	0.477586841
7	6	0.331026206
7	7	0.429035254
7	8	0.751663687
7	9	0.746775684
7	10	0.822910234
7	11	0.759457069
7	12	0.395728277
7	13	0.790278904
7	14	0.5
7	15	0.674493416
7	16	0.14776284
7	17	0.854107083
7	18	0.305285094
7	19	0.337646373
7	20	0.5
7	21	1.200633214
7	22	0.354832316
7	23	0.424791135
7	24	0.370800112
7	25	0.907342435
7	26	0.487688855
7	27	0.860344917
7	28	0.5
7	29	0.592645099
7	30	0.398579425
7	31	0.217440945
7	32	0.896367567
7	33	0.266512936
7	34	0.018199232
7	35	0.326006338
7	36	0.734520023
7	37	0.22474068
7	38	0.661688295
7	39	0.2480607
7	40	0.523428234
7	41	0.594877726
7	42	0.633574396
7	43	0.559493742
7	44	0.14168652
7	45	0.610147653
7	46	0.742998554
7	47	0.894058167
7	48	0.772989677
7	49	0.617820451
7	50	0.626313782
7	51	0.576974047
7	52	0.613612806
7	53	0.253021382
7	54	0.32127913
7	55	0.474888688
7	56	0.307884905
7	57	0.31232509
7	58	0.47140086
7	59	0.659337036
7	60	0.521074622
7	61	0.588463687
7	62	0.972153755
7	63	0.994520396
7	64	1.086462998
7	65	0.492598731
7	66	0.589739055
7	67	0.74020781
7	68	0.381597467
7	69	0.221161427
7	70	0.694683203
7	71	0.698913643
7	72	0.463155037
7	73	0.5
7	74	0.613849999
7	75	0.615752949
7	76	0.5
7	77	0.212068851
7	78	0.730331884
7	79	0.426102217
7	80	0.669430004
7	81	0.792959357
7	82	0.457978214
7	83	0.888756316
7	84	0.251978712
7	85	1.084032084
7	86	0.443880642
7	87	1.307690066
7	88	0.287854657
7	89	0.604516154
7	90	0.019852313
7	91	0.366400858
7	92	0.768821117
7	93	0.735181631
7	94	0.60332941
7	95	0.594930318
7	96	0.760419841
7	97	0.350334415
7	98	0.65010891
7	99	0.993778915
7	100	0.201943308
7	101	0.577340507
7	102	0.620160203
7	103	0.866171448
7	104	0.410034668
7	105	0.714222273
7	106	0.711803759
7	107	0.346946111
7	108	0.817226943
7	109	0.592691015
7	110	0.104847561
7	111	0.731532091
7	112	0.597696556
8	0	0.360217955
8	1	0.423333064
8	2	0.251037475
8	3	1.014346768
8	4	0.5
8	5	0.440743857
8	6	0.721032588
8	7	0.456426236
8	8	0.407566979
8	9	0.966758855
8	10	0.389829133
8	11	0.51814516
8	12	0.194519268
8	13	0.25428053
8	14	0.124304661
8	15	0.638701779
8	16	0.575688613
8	17	0.87738314
8	18	0.636940888
8	19	0.308684546
8	20	0.295478863
8	21	0.460458217
8	22	1.032423403
8	23	0.787487435
8	24	0.433540994
8	25	0.484067635
8	26	0.523613247
8	27	0.218403856
8	28	0.189227678
8	29	0.960188668
8	30	0.905201937
8	31	0.55147327
8	32	0.723032507
8	33	0.592845067
8	34	0.329249247
8	35	0.87615977
8	36	0.5
8	37	0.86932638
8	38	0.87766834
8	39	0.589522645
8	40	0.370409672
8	41	0.494659181
8	42	0.336497295
8	43	0.962887283
8	44	0.089981112
8	45	0.95180614
8	46	0.297009926
8	47	0.580973919
8	48	0.643858161
8	49	0.216187288
8	50	0.609340787
8	51	0.17326527
8	52	0.932113909
8	53	0.276132251
8	54	0.338158888
8	55	0.5
8	56	0.902735356
8	57	0.299525133
8	58	0.34742768
8	59	0.442661308
8	60	0.555363156
8	61	0.927666842
8	62	0.309047964
8	63	0.5
8	64	0.582042874
8	65	0.5
8	66	0.942620256
8	67	0.49171399
8	68	0.683540451
8	69	0.685006792
8	70	0.5
8	71	0.50253032
8	72	0.381248566
8	73	0.520801588
8	74	0.907620087
8	75	0.530926614
8	76	0.383862462
8	77	0.121598215
8	78	0.019269383
8	79	0.241123138
8	80	0.343047555
8	81	0.605735624
8	82	0.856989265
8	83	0.588279529
8	84	0.056254387
8	85	0.583877631
8	86	0.294241144
8	87	0.133811533
8	88	0.607695762
8	89	0.877660356
8	90	0.746635857
8	91	0.482440663
8	92	0.227163595
8	93	0.539917074
8	94	0.482259434
8	95	0.723078068
8	96	0.694979151
8	97	0.741705456
8	98	1.284561204
8	99	0.216849537
8	100	0.565880703
8	101	0.486505273
8	102	0.782221049
8	103	0.332934369
8	104	0.874365618
8	105	1.110944797
8	106	0.640835688
8	107	0.395234077
8	108	0.842636408
8	109	0.582147326
8	110	0.459797268
8	111	0.927145138
8	112	0.789911744
9	0	0.548484076
9	1	0.217284125
9	2	0.545009081
9	3	0.453639134
9	4	0.863439621
9	5	0.189433734
9	6	0.386444086
9	7	0.258700257
9	8	1.187554247
9	9	0.632570222
9	10	0.388540811
9	11	0.449783869
9	12	0.691788592
9	13	0.246118786
9	14	0.722966547
9	15	0.36424986
9	16	0.6933642
9	17	0.416176789
9	18	0.441012602
9	19	0.404143089
9	20	0.727685746
9	21	0.920453376
9	22	1.045934064
9	23	0.436572434
9	24	0.376176984
9	25	0.792801965
9	26	0.420040488
9	27	0.649112719
9	28	0.145610051
9	29	0.174590928
9	30	0.192057489
9	31	0.206257347
9	32	0.255601649
9	33	0.5
9	34	0.703742905
9	35	0.331523171
9	36	0.773713863
9	37	0.5
9	38	0.5
9	39	0.339465496
9	40	0.092640281
9	41	0.655792717
9	42	0.953423512
9	43	0.635282985
9	44	0.628903382
9	45	0.673701002
9	46	0.739727433
9	47	0.107560035
9	48	0.573251586
9	49	0.5
9	50	0.800429548
9	51	0.141424584
9	52	0.219500545
9	53	0.095840128
9	54	0.633052058
9	55	0.869646514
9	56	0.481256406
9	57	0.885106012
9	58	0.197936898
9	59	0.525019563
9	60	0.675774465
9	61	1.068880292
9	62	0.354917877
9	63	0.592340151
9	64	0.415207505
9	65	0.460520796
9	66	0.414766799
9	67	0.05707413
9	68	0.528595657
9	69	0.70027153
9	70	0.5
9	71	0.645523177
9	72	0.600711661
9	73	0.435421762
9	74	0.510861155
9	75	0.70231409
9	76	0.799322938
9	77	0.013500379
9	78	0.15659262
9	79	0.718631301
9	80	0.628765984
9	81	0.84833002
9	82	1.023916599
9	83	0.487286829
9	84	1.084918898
9	85	0.785441762
9	86	0.528443498
9	87	0.807409486
9	88	0.181587982
9	89	0.434294934
9	90	0.160317279
9	91	0.951688081
9	92	0.68652841
9	93	0.781222622
9	94	1.130448786
9	95	0.240772376
9	96	0.410548601
9	97	0.288157128
9	98	0.567919078
9	99	0.5
9	100	0.629105707
9	101	0.616576764
9	102	0.5
9	103	0.295236341
9	104	0.269577695
9	105	0.398132326
9	106	0.551176546
9	107	0.565926569
9	108	0.538196307
9	109	0.937037369
9	110	0.620457464
9	111	1.067322211
9	112	0.606064168
10	0	0.729938946
10	1	0.365543501
10	2	0.080062373
10	3	0.056144943
10	4	0.326579692
10	5	0.034502048
10	6	0.626660842
10	7	0.385327485
10	8	0.265675924
10	9	0.677154438
10	10	0.163460229
10	11	0.856131789
10	12	0.742896828
10	13	0.29571109
10	14	0.414586492
10	15	0.608783365
10	16	0.293490396
10	17	1.061057884
10	18	0.5
10	19	0.819393515
10	20	0.271865508
10	21	0.74217525
10	22	0.536621566
10	23	0.392517018
10	24	0.173765144
10	25	0.022206852
10	26	0.5
10	27	0.589049805
10	28	0.732591741
10	29	0.190008108
10	30	0.401851294
10	31	0.719894962
10	32	0.518913083
10	33	0.290773004
10	34	0.398828353
10	35	0.516107317
10	36	0.947298674
10	37	0.569721437
10	38	0.615300479
10	39	0.059643769
10	40	0.587938169
10	41	0.961051393
10	42	0.785653989
10	43	0.63181469
10	44	0.489911585
10	45	1.014352533
10	46	0.819780387
10	47	0.349275582
10	48	0.409773178
10	49	0.225433695
10	50	0.565419881
10	51	1.158983266
10	52	0.192371647
10	53	0.450517939
10	54	0.375821324
10	55	0.296623642
10	56	0.416551108
10	57	0.658991414
10	58	0.5
10	59	0.46152694
10	60	0.821661188
10	61	0.31285801
10	62	0.526726762
10	63	0.462158914
10	64	0.624014965
10	65	0.531351391
10	66	0.474761564
10	67	0.595576561
10	68	0.70303342
10	69	0.163600723
10	70	0.007371812
10	71	0.550555982
10	72	1.29068319
10	73	0.214049848
10	74	0.475995681
10	75	0.752365048
10	76	0.615998117
10	77	0.388969306
10	78	0.892981381
10	79	0.678043571
10	80	0.826778182
10	81	0.587820941
10	82	1.027026345
10	83	0.555485195
10	84	0.679215573
10	85	0.871550289
10	86	1.166438967
10	87	0.5
10	88	0.450214424
10	89	0.657432488
10	90	0.813166423
10	91	0.5
10	92	0.716873094
10	93	0.787671351
10	94	0.731673566
10	95	0.364237457
10	96	1.058393848
10	97	0.030488635
10	98	0.217919915
10	99	0.345046446
10	100	0.341482115
10	101	0.425843751
10	102	0.365038275
10	103	0.32558061
10	104	0.076781279
10	105	0.367448487
10	106	0.43630458
10	107	0.213400459
10	108	0.578879182
10	109	0.059960929
10	110	0.538015322
10	111	0.371081935
10	112	0.326001354
11	0	0.122842114
11	1	0.582119728
11	2	0.567069299
11	3	0.387760457
11	4	0.672878436
11	5	0.750159552
11	6	0.799652478
11	7	0.84925907
11	8	0.569836953
11	9	0.00192495
11	10	0.582888109
11	11	0.5
11	12	0.152145968
11	13	0.52533565
11	14	0.351991659
11	15	0.429183317
11	16	0.559142132
11	17	0.727188505
11	18	0.869894755
11	19	0.203876766
11	20	0.94187259
11	21	0.175773727
11	22	0.778782837
11	23	0.279832497
11	24	0.790553631
11	25	0.492124165
11	26	0.566650174
11	27	0.057543598
11	28	0.597106173
11	29	0.09498577
11	30	0.428137002
11	31	0.5
11	32	1.105609963
11	33	0.672713119
11	34	0.189297122
11	35	0.83527996
11	36	0.092809607
11	37	0.68968098
11	38	0.448014492
11	39	0.5
11	40	0.740922313
11	41	0.441252326
11	42	0.230589127
11	43	0.220220638
11	44	0.756734414
11	45	0.625906424
11	46	0.172273262
11	47	0.609907489
11	48	0.28404884
11	49	0.572126586
11	50	0.736995948
11	51	0.322490241
11	52	0.493958365
11	53	0.641692907
11	54	0.682717354
11	55	0.5
11	56	0.135611499
11	57	0.670737365
11	58	1.088270128
11	59	0.425155708
11	60	0.319571394
11	61	0.875316776
11	62	0.218495095
11	63	0.39030984
11	64	0.266117365
11	65	0.459196683
11	66	0.731517168
11	67	0.346107224
11	68	0.044351368
11	69	0.90813422
11	70	0.552469682
11	71	0.539100951
11	72	0.258357011
11	73	0.751562572
11	74	0.789138887
11	75	1.070524745
11	76	0.675777397
11	77	0.5
11	78	0.832898225
11	79	0.706130526
11	80	0.248244562
11	81	1.063221235
11	82	0.16169886
11	83	0.743868401
11	84	0.713189225
11	85	0.549405128
11	86	0.93210227
11	87	0.173328244
11	88	0.538012119
11	89	0.69458637
11	90	0.435684991
11	91	0.602170242
11	92	0.186834288
11	93	0.389453509
11	94	0.123816374
11	95	0.5
11	96	0.80195945
11	97	0.658013045
11	98	1.253995339
11	99	0.103973926
11	100	0.135207841
11	101	0.513640166
11	102	0.235019127
11	103	0.262203279
11	104	0.832248101
11	105	0.831242489
11	106	0.643028253
11	107	0.477715647
11	108	0.839062335
11	109	0.802613914
11	110	1.041145142
11	111	0.470265089
11	112	0.400705023
12	0	0.72434632
12	1	0.271449023
12	2	0.52108543
12	3	0.075025803
12	4	0.957873607
12	5	0.635202946
12	6	0.106737979
12	7	0.877468307
12	8	0.353872471
12	9	0.61467403
12	10	0.469573963
12	11	0.848488533
12	12	0.490376287
12	13	0.519323066
12	14	0.324185117
12	15	0.676017145
12	16	0.343104876
12	17	0.610363272
12	18	0.305414677
12	19	0.211175028
12	20	0.381147727
12	21	0.251840313
12	22	0.533470868
12	23	0.713145271
12	24	0.260849362
12	25	0.213608365
12	26	0.473194241
12	27	0.914106841
12	28	0.805385023
12	29	1.010762199
12	30	0.261752346
12	31	0.519143969
12	32	0.549398569
12	33	0.663217179
12	34	0.567617187
12	35	0.183330344
12	36	0.5
12	37	0.46322312
12	38	0.28779493
12	39	0.796982885
12	40	0.768963664
12	41	0.047071428
12	42	0.340104949
12	43	0.655277745
12	44	1.244952425
12	45	0.544842566
12	46	0.800202258
12	47	0.54760955
12	48	0.5
12	49	0.50881905
12	50	0.411277224
12	51	0.059156838
12	52	1.184557761
12	53	0.409577451
12	54	1.037134157
12	55	0.365390704
